,artifact,prop,prop_mean
1191,artifact1191,1491,1491.0
1192,artifact1192,1492,1492.0
1193,artifact1193,1493,1493.0
1194,artifact1194,1494,1494.0
1195,artifact1195,1495,1495.0
1196,artifact1196,1496,1496.0
1197,artifact1197,1497,1497.0
1198,artifact1198,1498,1498.0
1199,artifact1199,1499,1499.0
12,artifact12,312,312.0
120,artifact120,420,420.0
1200,artifact1200,1500,1500.0
1201,artifact1201,1501,1501.0
1202,artifact1202,1502,1502.0
1203,artifact1203,1503,1503.0
1204,artifact1204,1504,1504.0
1205,artifact1205,1505,1505.0
1206,artifact1206,1506,1506.0
1207,artifact1207,1507,1507.0
1208,artifact1208,1508,1508.0
1209,artifact1209,1509,1509.0
121,artifact121,421,421.0
1210,artifact1210,1510,1510.0
1211,artifact1211,1511,1511.0
1212,artifact1212,1512,1512.0
1213,artifact1213,1513,1513.0
1214,artifact1214,1514,1514.0
1215,artifact1215,1515,1515.0
1216,artifact1216,1516,1516.0
1217,artifact1217,1517,1517.0
1218,artifact1218,1518,1518.0
1219,artifact1219,1519,1519.0
122,artifact122,422,422.0
1220,artifact1220,1520,1520.0
1221,artifact1221,1521,1521.0
1222,artifact1222,1522,1522.0
1223,artifact1223,1523,1523.0
1224,artifact1224,1524,1524.0
1225,artifact1225,1525,1525.0
1226,artifact1226,1526,1526.0
1227,artifact1227,1527,1527.0
1228,artifact1228,1528,1528.0
1229,artifact1229,1529,1529.0
123,artifact123,423,423.0
1230,artifact1230,1530,1530.0
1231,artifact1231,1531,1531.0
1232,artifact1232,1532,1532.0
1233,artifact1233,1533,1533.0
1234,artifact1234,1534,1534.0
1235,artifact1235,1535,1535.0
1236,artifact1236,1536,1536.0
1237,artifact1237,1537,1537.0
1238,artifact1238,1538,1538.0
1239,artifact1239,1539,1539.0
124,artifact124,424,424.0
1240,artifact1240,1540,1540.0
1241,artifact1241,1541,1541.0
1242,artifact1242,1542,1542.0
1243,artifact1243,1543,1543.0
1244,artifact1244,1544,1544.0
1245,artifact1245,1545,1545.0
1246,artifact1246,1546,1546.0
1247,artifact1247,1547,1547.0
1248,artifact1248,1548,1548.0
1249,artifact1249,1549,1549.0
125,artifact125,425,425.0
1250,artifact1250,1550,1550.0
1251,artifact1251,1551,1551.0
1252,artifact1252,1552,1552.0
1253,artifact1253,1553,1553.0
1254,artifact1254,1554,1554.0
1255,artifact1255,1555,1555.0
1256,artifact1256,1556,1556.0
1257,artifact1257,1557,1557.0
1258,artifact1258,1558,1558.0
1259,artifact1259,1559,1559.0
126,artifact126,426,426.0
1260,artifact1260,1560,1560.0
1261,artifact1261,1561,1561.0
1262,artifact1262,1562,1562.0
1263,artifact1263,1563,1563.0
1264,artifact1264,1564,1564.0
1265,artifact1265,1565,1565.0
1266,artifact1266,1566,1566.0
1267,artifact1267,1567,1567.0
1268,artifact1268,1568,1568.0
1269,artifact1269,1569,1569.0
127,artifact127,427,427.0
1270,artifact1270,1570,1570.0
1271,artifact1271,1571,1571.0
1272,artifact1272,1572,1572.0
1273,artifact1273,1573,1573.0
1274,artifact1274,1574,1574.0
1275,artifact1275,1575,1575.0
1276,artifact1276,1576,1576.0
1277,artifact1277,1577,1577.0
1278,artifact1278,1578,1578.0
1279,artifact1279,1579,1579.0
128,artifact128,428,428.0
1280,artifact1280,1580,1580.0
1281,artifact1281,1581,1581.0
1282,artifact1282,1582,1582.0
1283,artifact1283,1583,1583.0
1284,artifact1284,1584,1584.0
1285,artifact1285,1585,1585.0
1286,artifact1286,1586,1586.0
1287,artifact1287,1587,1587.0
1288,artifact1288,1588,1588.0
1289,artifact1289,1589,1589.0
129,artifact129,429,429.0
1290,artifact1290,1590,1590.0
1291,artifact1291,1591,1591.0
1292,artifact1292,1592,1592.0
1293,artifact1293,1593,1593.0
1294,artifact1294,1594,1594.0
1295,artifact1295,1595,1595.0
1296,artifact1296,1596,1596.0
1297,artifact1297,1597,1597.0
1298,artifact1298,1598,1598.0
1299,artifact1299,1599,1599.0
13,artifact13,313,313.0
130,artifact130,430,430.0
1300,artifact1300,1600,1600.0
1301,artifact1301,1601,1601.0
1302,artifact1302,1602,1602.0
1303,artifact1303,1603,1603.0
1304,artifact1304,1604,1604.0
1305,artifact1305,1605,1605.0
1306,artifact1306,1606,1606.0
1307,artifact1307,1607,1607.0
1308,artifact1308,1608,1608.0
1309,artifact1309,1609,1609.0
131,artifact131,431,431.0
1310,artifact1310,1610,1610.0
1311,artifact1311,1611,1611.0
1312,artifact1312,1612,1612.0
1313,artifact1313,1613,1613.0
1314,artifact1314,1614,1614.0
1315,artifact1315,1615,1615.0
1316,artifact1316,1616,1616.0
1317,artifact1317,1617,1617.0
1318,artifact1318,1618,1618.0
1319,artifact1319,1619,1619.0
132,artifact132,432,432.0
1320,artifact1320,1620,1620.0
1321,artifact1321,1621,1621.0
1322,artifact1322,1622,1622.0
1323,artifact1323,1623,1623.0
1324,artifact1324,1624,1624.0
1325,artifact1325,1625,1625.0
1326,artifact1326,1626,1626.0
1327,artifact1327,1627,1627.0
1328,artifact1328,1628,1628.0
1329,artifact1329,1629,1629.0
133,artifact133,433,433.0
1330,artifact1330,1630,1630.0
1331,artifact1331,1631,1631.0
1332,artifact1332,1632,1632.0
1333,artifact1333,1633,1633.0
1334,artifact1334,1634,1634.0
1335,artifact1335,1635,1635.0
1336,artifact1336,1636,1636.0
1337,artifact1337,1637,1637.0
1338,artifact1338,1638,1638.0
1339,artifact1339,1639,1639.0
134,artifact134,434,434.0
1340,artifact1340,1640,1640.0
1341,artifact1341,1641,1641.0
1342,artifact1342,1642,1642.0
1343,artifact1343,1643,1643.0
1344,artifact1344,1644,1644.0
1345,artifact1345,1645,1645.0
1346,artifact1346,1646,1646.0
1347,artifact1347,1647,1647.0
1348,artifact1348,1648,1648.0
1349,artifact1349,1649,1649.0
135,artifact135,435,435.0
1350,artifact1350,1650,1650.0
1351,artifact1351,1651,1651.0
1352,artifact1352,1652,1652.0
1353,artifact1353,1653,1653.0
1354,artifact1354,1654,1654.0
1355,artifact1355,1655,1655.0
1356,artifact1356,1656,1656.0
1357,artifact1357,1657,1657.0
1358,artifact1358,1658,1658.0
1359,artifact1359,1659,1659.0
136,artifact136,436,436.0
1360,artifact1360,1660,1660.0
1361,artifact1361,1661,1661.0
1362,artifact1362,1662,1662.0
1363,artifact1363,1663,1663.0
1364,artifact1364,1664,1664.0
1365,artifact1365,1665,1665.0
1366,artifact1366,1666,1666.0
1367,artifact1367,1667,1667.0
1368,artifact1368,1668,1668.0
1369,artifact1369,1669,1669.0
137,artifact137,437,437.0
1370,artifact1370,1670,1670.0
1371,artifact1371,1671,1671.0
1372,artifact1372,1672,1672.0
1373,artifact1373,1673,1673.0
1374,artifact1374,1674,1674.0
1375,artifact1375,1675,1675.0
1376,artifact1376,1676,1676.0
1377,artifact1377,1677,1677.0
1378,artifact1378,1678,1678.0
1379,artifact1379,1679,1679.0
138,artifact138,438,438.0
1380,artifact1380,1680,1680.0
1381,artifact1381,1681,1681.0
1382,artifact1382,1682,1682.0
1383,artifact1383,1683,1683.0
1384,artifact1384,1684,1684.0
1385,artifact1385,1685,1685.0
1386,artifact1386,1686,1686.0
1387,artifact1387,1687,1687.0
1388,artifact1388,1688,1688.0
1389,artifact1389,1689,1689.0
139,artifact139,439,439.0
1390,artifact1390,1690,1690.0
1391,artifact1391,1691,1691.0
1392,artifact1392,1692,1692.0
1393,artifact1393,1693,1693.0
1394,artifact1394,1694,1694.0
1395,artifact1395,1695,1695.0
1396,artifact1396,1696,1696.0
1397,artifact1397,1697,1697.0
1398,artifact1398,1698,1698.0
1399,artifact1399,1699,1699.0
14,artifact14,314,314.0
140,artifact140,440,440.0
1400,artifact1400,1700,1700.0
1401,artifact1401,1701,1701.0
1402,artifact1402,1702,1702.0
1403,artifact1403,1703,1703.0
1404,artifact1404,1704,1704.0
1405,artifact1405,1705,1705.0
1406,artifact1406,1706,1706.0
1407,artifact1407,1707,1707.0
1408,artifact1408,1708,1708.0
1409,artifact1409,1709,1709.0
141,artifact141,441,441.0
1410,artifact1410,1710,1710.0
1411,artifact1411,1711,1711.0
1412,artifact1412,1712,1712.0
1413,artifact1413,1713,1713.0
1414,artifact1414,1714,1714.0
1415,artifact1415,1715,1715.0
1416,artifact1416,1716,1716.0
1417,artifact1417,1717,1717.0
1418,artifact1418,1718,1718.0
1419,artifact1419,1719,1719.0
142,artifact142,442,442.0
1420,artifact1420,1720,1720.0
1421,artifact1421,1721,1721.0
1422,artifact1422,1722,1722.0
1423,artifact1423,1723,1723.0
1424,artifact1424,1724,1724.0
1425,artifact1425,1725,1725.0
1426,artifact1426,1726,1726.0
1427,artifact1427,1727,1727.0
1428,artifact1428,1728,1728.0
1429,artifact1429,1729,1729.0
143,artifact143,443,443.0
1430,artifact1430,1730,1730.0
1431,artifact1431,1731,1731.0
1432,artifact1432,1732,1732.0
1433,artifact1433,1733,1733.0
1434,artifact1434,1734,1734.0
1435,artifact1435,1735,1735.0
1436,artifact1436,1736,1736.0
1437,artifact1437,1737,1737.0
1438,artifact1438,1738,1738.0
1439,artifact1439,1739,1739.0
144,artifact144,444,444.0
1440,artifact1440,1740,1740.0
1441,artifact1441,1741,1741.0
1442,artifact1442,1742,1742.0
1443,artifact1443,1743,1743.0
1444,artifact1444,1744,1744.0
1445,artifact1445,1745,1745.0
1446,artifact1446,1746,1746.0
1447,artifact1447,1747,1747.0
1448,artifact1448,1748,1748.0
1449,artifact1449,1749,1749.0
145,artifact145,445,445.0
1450,artifact1450,1750,1750.0
1451,artifact1451,1751,1751.0
1452,artifact1452,1752,1752.0
1453,artifact1453,1753,1753.0
1454,artifact1454,1754,1754.0
1455,artifact1455,1755,1755.0
1456,artifact1456,1756,1756.0
1457,artifact1457,1757,1757.0
1458,artifact1458,1758,1758.0
1459,artifact1459,1759,1759.0
146,artifact146,446,446.0
1460,artifact1460,1760,1760.0
1461,artifact1461,1761,1761.0
1462,artifact1462,1762,1762.0
1463,artifact1463,1763,1763.0
1464,artifact1464,1764,1764.0
1465,artifact1465,1765,1765.0
1466,artifact1466,1766,1766.0
1467,artifact1467,1767,1767.0
1468,artifact1468,1768,1768.0
1469,artifact1469,1769,1769.0
147,artifact147,447,447.0
1470,artifact1470,1770,1770.0
1471,artifact1471,1771,1771.0
1472,artifact1472,1772,1772.0
1473,artifact1473,1773,1773.0
1474,artifact1474,1774,1774.0
1475,artifact1475,1775,1775.0
1476,artifact1476,1776,1776.0
1477,artifact1477,1777,1777.0
1478,artifact1478,1778,1778.0
1479,artifact1479,1779,1779.0
148,artifact148,448,448.0
1480,artifact1480,1780,1780.0
1481,artifact1481,1781,1781.0
1482,artifact1482,1782,1782.0
1483,artifact1483,1783,1783.0
1484,artifact1484,1784,1784.0
1485,artifact1485,1785,1785.0
1486,artifact1486,1786,1786.0
1487,artifact1487,1787,1787.0
1488,artifact1488,1788,1788.0
1489,artifact1489,1789,1789.0
149,artifact149,449,449.0
1490,artifact1490,1790,1790.0
1491,artifact1491,1791,1791.0
1492,artifact1492,1792,1792.0
1493,artifact1493,1793,1793.0
1494,artifact1494,1794,1794.0
1495,artifact1495,1795,1795.0
1496,artifact1496,1796,1796.0
1497,artifact1497,1797,1797.0
1498,artifact1498,1798,1798.0
1499,artifact1499,1799,1799.0
15,artifact15,315,315.0
150,artifact150,450,450.0
1500,artifact1500,1800,1800.0
1501,artifact1501,1801,1801.0
1502,artifact1502,1802,1802.0
1503,artifact1503,1803,1803.0
1504,artifact1504,1804,1804.0
1505,artifact1505,1805,1805.0
1506,artifact1506,1806,1806.0
1507,artifact1507,1807,1807.0
1508,artifact1508,1808,1808.0
1509,artifact1509,1809,1809.0
151,artifact151,451,451.0
1510,artifact1510,1810,1810.0
1511,artifact1511,1811,1811.0
1512,artifact1512,1812,1812.0
1513,artifact1513,1813,1813.0
1514,artifact1514,1814,1814.0
1515,artifact1515,1815,1815.0
1516,artifact1516,1816,1816.0
1517,artifact1517,1817,1817.0
1518,artifact1518,1818,1818.0
1519,artifact1519,1819,1819.0
152,artifact152,452,452.0
1520,artifact1520,1820,1820.0
1521,artifact1521,1821,1821.0
1522,artifact1522,1822,1822.0
1523,artifact1523,1823,1823.0
1524,artifact1524,1824,1824.0
1525,artifact1525,1825,1825.0
1526,artifact1526,1826,1826.0
1527,artifact1527,1827,1827.0
1528,artifact1528,1828,1828.0
1529,artifact1529,1829,1829.0
153,artifact153,453,453.0
1530,artifact1530,1830,1830.0
1531,artifact1531,1831,1831.0
1532,artifact1532,1832,1832.0
1533,artifact1533,1833,1833.0
1534,artifact1534,1834,1834.0
1535,artifact1535,1835,1835.0
1536,artifact1536,1836,1836.0
1537,artifact1537,1837,1837.0
1538,artifact1538,1838,1838.0
1539,artifact1539,1839,1839.0
154,artifact154,454,454.0
1540,artifact1540,1840,1840.0
1541,artifact1541,1841,1841.0
1542,artifact1542,1842,1842.0
1543,artifact1543,1843,1843.0
1544,artifact1544,1844,1844.0
1545,artifact1545,1845,1845.0
1546,artifact1546,1846,1846.0
1547,artifact1547,1847,1847.0
1548,artifact1548,1848,1848.0
1549,artifact1549,1849,1849.0
155,artifact155,455,455.0
1550,artifact1550,1850,1850.0
1551,artifact1551,1851,1851.0
1552,artifact1552,1852,1852.0
1553,artifact1553,1853,1853.0
1554,artifact1554,1854,1854.0
1555,artifact1555,1855,1855.0
1556,artifact1556,1856,1856.0
1557,artifact1557,1857,1857.0
1558,artifact1558,1858,1858.0
1559,artifact1559,1859,1859.0
156,artifact156,456,456.0
1560,artifact1560,1860,1860.0
1561,artifact1561,1861,1861.0
1562,artifact1562,1862,1862.0
1563,artifact1563,1863,1863.0
1564,artifact1564,1864,1864.0
1565,artifact1565,1865,1865.0
1566,artifact1566,1866,1866.0
1567,artifact1567,1867,1867.0
1568,artifact1568,1868,1868.0
1569,artifact1569,1869,1869.0
157,artifact157,457,457.0
1570,artifact1570,1870,1870.0
1571,artifact1571,1871,1871.0
1572,artifact1572,1872,1872.0
1573,artifact1573,1873,1873.0
1574,artifact1574,1874,1874.0
1575,artifact1575,1875,1875.0
1576,artifact1576,1876,1876.0
1577,artifact1577,1877,1877.0
1578,artifact1578,1878,1878.0
1579,artifact1579,1879,1879.0
158,artifact158,458,458.0
1580,artifact1580,1880,1880.0
1581,artifact1581,1881,1881.0
1582,artifact1582,1882,1882.0
1583,artifact1583,1883,1883.0
1584,artifact1584,1884,1884.0
1585,artifact1585,1885,1885.0
1586,artifact1586,1886,1886.0
1587,artifact1587,1887,1887.0
1588,artifact1588,1888,1888.0
1589,artifact1589,1889,1889.0
159,artifact159,459,459.0
1590,artifact1590,1890,1890.0
1591,artifact1591,1891,1891.0
1592,artifact1592,1892,1892.0
1593,artifact1593,1893,1893.0
1594,artifact1594,1894,1894.0
1595,artifact1595,1895,1895.0
1596,artifact1596,1896,1896.0
1597,artifact1597,1897,1897.0
1598,artifact1598,1898,1898.0
1599,artifact1599,1899,1899.0
16,artifact16,316,316.0
160,artifact160,460,460.0
1600,artifact1600,1900,1900.0
1601,artifact1601,1901,1901.0
1602,artifact1602,1902,1902.0
1603,artifact1603,1903,1903.0
1604,artifact1604,1904,1904.0
1605,artifact1605,1905,1905.0
1606,artifact1606,1906,1906.0
1607,artifact1607,1907,1907.0
1608,artifact1608,1908,1908.0
1609,artifact1609,1909,1909.0
161,artifact161,461,461.0
1610,artifact1610,1910,1910.0
1611,artifact1611,1911,1911.0
1612,artifact1612,1912,1912.0
1613,artifact1613,1913,1913.0
1614,artifact1614,1914,1914.0
1615,artifact1615,1915,1915.0
1616,artifact1616,1916,1916.0
1617,artifact1617,1917,1917.0
1618,artifact1618,1918,1918.0
1619,artifact1619,1919,1919.0
162,artifact162,462,462.0
1620,artifact1620,1920,1920.0
1621,artifact1621,1921,1921.0
1622,artifact1622,1922,1922.0
1623,artifact1623,1923,1923.0
1624,artifact1624,1924,1924.0
1625,artifact1625,1925,1925.0
1626,artifact1626,1926,1926.0
1627,artifact1627,1927,1927.0
1628,artifact1628,1928,1928.0
1629,artifact1629,1929,1929.0
163,artifact163,463,463.0
1630,artifact1630,1930,1930.0
1631,artifact1631,1931,1931.0
1632,artifact1632,1932,1932.0
1633,artifact1633,1933,1933.0
1634,artifact1634,1934,1934.0
1635,artifact1635,1935,1935.0
1636,artifact1636,1936,1936.0
1637,artifact1637,1937,1937.0
1638,artifact1638,1938,1938.0
1639,artifact1639,1939,1939.0
164,artifact164,464,464.0
1640,artifact1640,1940,1940.0
1641,artifact1641,1941,1941.0
1642,artifact1642,1942,1942.0
1643,artifact1643,1943,1943.0
1644,artifact1644,1944,1944.0
1645,artifact1645,1945,1945.0
1646,artifact1646,1946,1946.0
1647,artifact1647,1947,1947.0
1648,artifact1648,1948,1948.0
1649,artifact1649,1949,1949.0
165,artifact165,465,465.0
1650,artifact1650,1950,1950.0
1651,artifact1651,1951,1951.0
1652,artifact1652,1952,1952.0
1653,artifact1653,1953,1953.0
1654,artifact1654,1954,1954.0
1655,artifact1655,1955,1955.0
1656,artifact1656,1956,1956.0
1657,artifact1657,1957,1957.0
1658,artifact1658,1958,1958.0
1659,artifact1659,1959,1959.0
166,artifact166,466,466.0
1660,artifact1660,1960,1960.0
1661,artifact1661,1961,1961.0
1662,artifact1662,1962,1962.0
1663,artifact1663,1963,1963.0
1664,artifact1664,1964,1964.0
1665,artifact1665,1965,1965.0
1666,artifact1666,1966,1966.0
1667,artifact1667,1967,1967.0
1668,artifact1668,1968,1968.0
1669,artifact1669,1969,1969.0
167,artifact167,467,467.0
1670,artifact1670,1970,1970.0
1671,artifact1671,1971,1971.0
1672,artifact1672,1972,1972.0
1673,artifact1673,1973,1973.0
1674,artifact1674,1974,1974.0
1675,artifact1675,1975,1975.0
1676,artifact1676,1976,1976.0
1677,artifact1677,1977,1977.0
1678,artifact1678,1978,1978.0
1679,artifact1679,1979,1979.0
168,artifact168,468,468.0
1680,artifact1680,1980,1980.0
1681,artifact1681,1981,1981.0
1682,artifact1682,1982,1982.0
1683,artifact1683,1983,1983.0
1684,artifact1684,1984,1984.0
1685,artifact1685,1985,1985.0
1686,artifact1686,1986,1986.0
1687,artifact1687,1987,1987.0
1688,artifact1688,1988,1988.0
1689,artifact1689,1989,1989.0
169,artifact169,469,469.0
1690,artifact1690,1990,1990.0
1691,artifact1691,1991,1991.0
1692,artifact1692,1992,1992.0
1693,artifact1693,1993,1993.0
1694,artifact1694,1994,1994.0
1695,artifact1695,1995,1995.0
1696,artifact1696,1996,1996.0
1697,artifact1697,1997,1997.0
1698,artifact1698,1998,1998.0
1699,artifact1699,1999,1999.0
17,artifact17,317,317.0
170,artifact170,470,470.0
1700,artifact1700,2000,2000.0
1701,artifact1701,2001,2001.0
1702,artifact1702,2002,2002.0
1703,artifact1703,2003,2003.0
1704,artifact1704,2004,2004.0
1705,artifact1705,2005,2005.0
1706,artifact1706,2006,2006.0
1707,artifact1707,2007,2007.0
1708,artifact1708,2008,2008.0
1709,artifact1709,2009,2009.0
171,artifact171,471,471.0
1710,artifact1710,2010,2010.0
1711,artifact1711,2011,2011.0
1712,artifact1712,2012,2012.0
1713,artifact1713,2013,2013.0
1714,artifact1714,2014,2014.0
1715,artifact1715,2015,2015.0
1716,artifact1716,2016,2016.0
1717,artifact1717,2017,2017.0
1718,artifact1718,2018,2018.0
1719,artifact1719,2019,2019.0
172,artifact172,472,472.0
1720,artifact1720,2020,2020.0
1721,artifact1721,2021,2021.0
1722,artifact1722,2022,2022.0
1723,artifact1723,2023,2023.0
1724,artifact1724,2024,2024.0
1725,artifact1725,2025,2025.0
1726,artifact1726,2026,2026.0
1727,artifact1727,2027,2027.0
1728,artifact1728,2028,2028.0
1729,artifact1729,2029,2029.0
173,artifact173,473,473.0
1730,artifact1730,2030,2030.0
1731,artifact1731,2031,2031.0
1732,artifact1732,2032,2032.0
1733,artifact1733,2033,2033.0
1734,artifact1734,2034,2034.0
1735,artifact1735,2035,2035.0
1736,artifact1736,2036,2036.0
1737,artifact1737,2037,2037.0
1738,artifact1738,2038,2038.0
1739,artifact1739,2039,2039.0
174,artifact174,474,474.0
1740,artifact1740,2040,2040.0
1741,artifact1741,2041,2041.0
1742,artifact1742,2042,2042.0
1743,artifact1743,2043,2043.0
1744,artifact1744,2044,2044.0
1745,artifact1745,2045,2045.0
1746,artifact1746,2046,2046.0
1747,artifact1747,2047,2047.0
1748,artifact1748,2048,2048.0
1749,artifact1749,2049,2049.0
175,artifact175,475,475.0
1750,artifact1750,2050,2050.0
1751,artifact1751,2051,2051.0
1752,artifact1752,2052,2052.0
1753,artifact1753,2053,2053.0
1754,artifact1754,2054,2054.0
1755,artifact1755,2055,2055.0
