artifact,prop
artifact394,694
artifact395,695
artifact396,696
artifact397,697
artifact398,698
artifact399,699
artifact400,700
artifact401,701
artifact402,702
artifact403,703
artifact404,704
artifact405,705
artifact406,706
artifact407,707
artifact408,708
artifact409,709
artifact410,710
artifact411,711
artifact412,712
artifact413,713
artifact414,714
artifact415,715
artifact416,716
artifact417,717
artifact418,718
artifact419,719
artifact420,720
artifact421,721
artifact422,722
artifact423,723
artifact424,724
artifact425,725
artifact426,726
artifact427,727
artifact428,728
artifact429,729
artifact430,730
artifact431,731
artifact432,732
artifact433,733
artifact434,734
artifact435,735
artifact436,736
artifact437,737
artifact438,738
artifact439,739
artifact440,740
artifact441,741
artifact442,742
artifact443,743
artifact444,744
artifact445,745
artifact446,746
artifact447,747
artifact448,748
artifact449,749
artifact450,750
artifact451,751
artifact452,752
artifact453,753
artifact454,754
artifact455,755
artifact456,756
artifact457,757
artifact458,758
artifact459,759
artifact460,760
artifact461,761
artifact462,762
artifact463,763
artifact464,764
artifact465,765
artifact466,766
artifact467,767
artifact468,768
artifact469,769
artifact470,770
artifact471,771
artifact472,772
artifact473,773
artifact474,774
artifact475,775
artifact476,776
artifact477,777
artifact478,778
artifact479,779
artifact480,780
artifact481,781
artifact482,782
artifact483,783
artifact484,784
artifact485,785
artifact486,786
artifact487,787
artifact488,788
artifact489,789
artifact490,790
artifact491,791
artifact492,792
artifact493,793
artifact494,794
artifact495,795
artifact496,796
artifact497,797
artifact498,798
artifact499,799
artifact500,800
artifact501,801
artifact502,802
artifact503,803
artifact504,804
artifact505,805
artifact506,806
artifact507,807
artifact508,808
artifact509,809
artifact510,810
artifact511,811
artifact512,812
artifact513,813
artifact514,814
artifact515,815
artifact516,816
artifact517,817
artifact518,818
artifact519,819
artifact520,820
artifact521,821
artifact522,822
artifact523,823
artifact524,824
artifact525,825
artifact526,826
artifact527,827
artifact528,828
artifact529,829
artifact530,830
artifact531,831
artifact532,832
artifact533,833
artifact534,834
artifact535,835
artifact536,836
artifact537,837
artifact538,838
artifact539,839
artifact540,840
artifact541,841
artifact542,842
artifact543,843
artifact544,844
artifact545,845
artifact546,846
artifact547,847
artifact548,848
artifact549,849
artifact550,850
artifact551,851
artifact552,852
artifact553,853
artifact554,854
artifact555,855
artifact556,856
artifact557,857
artifact558,858
artifact559,859
artifact560,860
artifact561,861
artifact562,862
artifact563,863
artifact564,864
artifact565,865
artifact566,866
artifact567,867
artifact568,868
artifact569,869
artifact570,870
artifact571,871
artifact572,872
artifact573,873
artifact574,874
artifact575,875
artifact576,876
artifact577,877
artifact578,878
artifact579,879
artifact580,880
artifact581,881
artifact582,882
artifact583,883
artifact584,884
artifact585,885
artifact586,886
artifact587,887
artifact588,888
artifact589,889
artifact590,890
artifact591,891
artifact592,892
artifact593,893
artifact594,894
artifact595,895
artifact596,896
artifact597,897
artifact598,898
artifact599,899
artifact600,900
artifact601,901
artifact602,902
artifact603,903
artifact604,904
artifact605,905
artifact606,906
artifact607,907
artifact608,908
artifact609,909
artifact610,910
artifact611,911
artifact612,912
artifact613,913
artifact614,914
artifact615,915
artifact616,916
artifact617,917
artifact618,918
artifact619,919
artifact620,920
artifact621,921
artifact622,922
artifact623,923
artifact624,924
artifact625,925
artifact626,926
artifact627,927
artifact628,928
artifact629,929
artifact630,930
artifact631,931
artifact632,932
artifact633,933
artifact634,934
artifact635,935
artifact636,936
artifact637,937
artifact638,938
artifact639,939
artifact640,940
artifact641,941
artifact642,942
artifact643,943
artifact644,944
artifact645,945
artifact646,946
artifact647,947
artifact648,948
artifact649,949
artifact650,950
artifact651,951
artifact652,952
artifact653,953
artifact654,954
artifact655,955
artifact656,956
artifact657,957
artifact658,958
artifact659,959
artifact660,960
artifact661,961
artifact662,962
artifact663,963
artifact664,964
artifact665,965
artifact666,966
artifact667,967
artifact668,968
artifact669,969
artifact670,970
artifact671,971
artifact672,972
artifact673,973
artifact674,974
artifact675,975
artifact676,976
artifact677,977
artifact678,978
artifact679,979
artifact680,980
artifact681,981
artifact682,982
artifact683,983
artifact684,984
artifact685,985
artifact686,986
artifact687,987
artifact688,988
artifact689,989
artifact690,990
artifact691,991
artifact692,992
artifact693,993
artifact694,994
artifact695,995
artifact696,996
artifact697,997
artifact698,998
artifact699,999
artifact700,1000
artifact701,1001
artifact702,1002
artifact703,1003
artifact704,1004
artifact705,1005
artifact706,1006
artifact707,1007
artifact708,1008
artifact709,1009
artifact710,1010
artifact711,1011
artifact712,1012
artifact713,1013
artifact714,1014
artifact715,1015
artifact716,1016
artifact717,1017
artifact718,1018
artifact719,1019
artifact720,1020
artifact721,1021
artifact722,1022
artifact723,1023
artifact724,1024
artifact725,1025
artifact726,1026
artifact727,1027
artifact728,1028
artifact729,1029
artifact730,1030
artifact731,1031
artifact732,1032
artifact733,1033
artifact734,1034
artifact735,1035
artifact736,1036
artifact737,1037
artifact738,1038
artifact739,1039
artifact740,1040
artifact741,1041
artifact742,1042
artifact743,1043
artifact744,1044
artifact745,1045
artifact746,1046
artifact747,1047
artifact748,1048
artifact749,1049
artifact750,1050
artifact751,1051
artifact752,1052
artifact753,1053
artifact754,1054
artifact755,1055
artifact756,1056
artifact757,1057
artifact758,1058
artifact759,1059
artifact760,1060
artifact761,1061
artifact762,1062
artifact763,1063
artifact764,1064
artifact765,1065
artifact766,1066
artifact767,1067
artifact768,1068
artifact769,1069
artifact770,1070
artifact771,1071
artifact772,1072
artifact773,1073
artifact774,1074
artifact775,1075
artifact776,1076
artifact777,1077
artifact778,1078
artifact779,1079
artifact780,1080
artifact781,1081
artifact782,1082
artifact783,1083
artifact784,1084
artifact785,1085
artifact786,1086
artifact787,1087
artifact788,1088
artifact789,1089
artifact790,1090
artifact791,1091
artifact792,1092
artifact793,1093
artifact794,1094
artifact795,1095
artifact796,1096
artifact797,1097
artifact798,1098
artifact799,1099
artifact800,1100
artifact801,1101
artifact802,1102
artifact803,1103
artifact804,1104
artifact805,1105
artifact806,1106
artifact807,1107
artifact808,1108
artifact809,1109
artifact810,1110
artifact811,1111
artifact812,1112
artifact813,1113
artifact814,1114
artifact815,1115
artifact816,1116
artifact817,1117
artifact818,1118
artifact819,1119
artifact820,1120
artifact821,1121
artifact822,1122
artifact823,1123
artifact824,1124
artifact825,1125
artifact826,1126
artifact827,1127
artifact828,1128
artifact829,1129
artifact830,1130
artifact831,1131
artifact832,1132
artifact833,1133
artifact834,1134
artifact835,1135
artifact836,1136
artifact837,1137
artifact838,1138
artifact839,1139
artifact840,1140
artifact841,1141
artifact842,1142
artifact843,1143
artifact844,1144
artifact845,1145
artifact846,1146
artifact847,1147
artifact848,1148
artifact849,1149
artifact850,1150
artifact851,1151
artifact852,1152
artifact853,1153
artifact854,1154
artifact855,1155
artifact856,1156
artifact857,1157
artifact858,1158
artifact859,1159
artifact860,1160
artifact861,1161
artifact862,1162
artifact863,1163
artifact864,1164
artifact865,1165
artifact866,1166
artifact867,1167
artifact868,1168
artifact869,1169
artifact870,1170
artifact871,1171
artifact872,1172
artifact873,1173
artifact874,1174
artifact875,1175
artifact876,1176
artifact877,1177
artifact878,1178
artifact879,1179
artifact880,1180
artifact881,1181
artifact882,1182
artifact883,1183
artifact884,1184
artifact885,1185
artifact886,1186
artifact887,1187
artifact888,1188
artifact889,1189
artifact890,1190
artifact891,1191
artifact892,1192
artifact893,1193
artifact894,1194
artifact895,1195
artifact896,1196
artifact897,1197
artifact898,1198
artifact899,1199
artifact900,1200
artifact901,1201
artifact902,1202
artifact903,1203
artifact904,1204
artifact905,1205
artifact906,1206
artifact907,1207
artifact908,1208
artifact909,1209
artifact910,1210
artifact911,1211
artifact912,1212
artifact913,1213
artifact914,1214
artifact915,1215
artifact916,1216
artifact917,1217
artifact918,1218
artifact919,1219
artifact920,1220
artifact921,1221
artifact922,1222
artifact923,1223
artifact924,1224
artifact925,1225
artifact926,1226
artifact927,1227
artifact928,1228
artifact929,1229
artifact930,1230
artifact931,1231
artifact932,1232
artifact933,1233
artifact934,1234
artifact935,1235
artifact936,1236
artifact937,1237
artifact938,1238
artifact939,1239
artifact940,1240
artifact941,1241
artifact942,1242
artifact943,1243
artifact944,1244
artifact945,1245
artifact946,1246
artifact947,1247
artifact948,1248
artifact949,1249
artifact950,1250
artifact951,1251
artifact952,1252
artifact953,1253
artifact954,1254
artifact955,1255
artifact956,1256
artifact957,1257
artifact958,1258
artifact959,1259
artifact960,1260
artifact961,1261
artifact962,1262
artifact963,1263
artifact964,1264
artifact965,1265
artifact966,1266
artifact967,1267
artifact968,1268
artifact969,1269
artifact970,1270
artifact971,1271
artifact972,1272
artifact973,1273
artifact974,1274
artifact975,1275
artifact976,1276
artifact977,1277
artifact978,1278
artifact979,1279
artifact980,1280
artifact981,1281
artifact982,1282
artifact983,1283
artifact984,1284
artifact985,1285
artifact986,1286
artifact987,1287
artifact988,1288
artifact989,1289
artifact990,1290
artifact991,1291
artifact992,1292
artifact993,1293
artifact994,1294
artifact995,1295
artifact996,1296
artifact997,1297
artifact998,1298
artifact999,1299
artifact1000,1300
artifact1001,1301
artifact1002,1302
artifact1003,1303
artifact1004,1304
artifact1005,1305
artifact1006,1306
artifact1007,1307
artifact1008,1308
artifact1009,1309
artifact1010,1310
artifact1011,1311
artifact1012,1312
artifact1013,1313
artifact1014,1314
artifact1015,1315
artifact1016,1316
artifact1017,1317
artifact1018,1318
artifact1019,1319
artifact1020,1320
artifact1021,1321
artifact1022,1322
artifact1023,1323
artifact1024,1324
artifact1025,1325
artifact1026,1326
artifact1027,1327
artifact1028,1328
artifact1029,1329
artifact1030,1330
artifact1031,1331
artifact1032,1332
artifact1033,1333
artifact1034,1334
artifact1035,1335
artifact1036,1336
artifact1037,1337
artifact1038,1338
artifact1039,1339
artifact1040,1340
artifact1041,1341
artifact1042,1342
artifact1043,1343
artifact1044,1344
artifact1045,1345
artifact1046,1346
artifact1047,1347
artifact1048,1348
artifact1049,1349
artifact1050,1350
artifact1051,1351
artifact1052,1352
artifact1053,1353
artifact1054,1354
artifact1055,1355
artifact1056,1356
artifact1057,1357
artifact1058,1358
artifact1059,1359
artifact1060,1360
artifact1061,1361
artifact1062,1362
artifact1063,1363
artifact1064,1364
artifact1065,1365
artifact1066,1366
artifact1067,1367
artifact1068,1368
artifact1069,1369
artifact1070,1370
artifact1071,1371
artifact1072,1372
artifact1073,1373
artifact1074,1374
artifact1075,1375
artifact1076,1376
artifact1077,1377
artifact1078,1378
artifact1079,1379
artifact1080,1380
artifact1081,1381
artifact1082,1382
artifact1083,1383
artifact1084,1384
artifact1085,1385
artifact1086,1386
artifact1087,1387
artifact1088,1388
artifact1089,1389
artifact1090,1390
artifact1091,1391
artifact1092,1392
artifact1093,1393
artifact1094,1394
artifact1095,1395
artifact1096,1396
artifact1097,1397
artifact1098,1398
artifact1099,1399
artifact1100,1400
artifact1101,1401
artifact1102,1402
artifact1103,1403
artifact1104,1404
artifact1105,1405
artifact1106,1406
artifact1107,1407
artifact1108,1408
artifact1109,1409
artifact1110,1410
artifact1111,1411
artifact1112,1412
artifact1113,1413
artifact1114,1414
artifact1115,1415
artifact1116,1416
artifact1117,1417
artifact1118,1418
artifact1119,1419
artifact1120,1420
artifact1121,1421
artifact1122,1422
artifact1123,1423
artifact1124,1424
artifact1125,1425
artifact1126,1426
artifact1127,1427
artifact1128,1428
artifact1129,1429
artifact1130,1430
artifact1131,1431
artifact1132,1432
artifact1133,1433
artifact1134,1434
artifact1135,1435
artifact1136,1436
artifact1137,1437
artifact1138,1438
artifact1139,1439
artifact1140,1440
artifact1141,1441
artifact1142,1442
artifact1143,1443
artifact1144,1444
artifact1145,1445
artifact1146,1446
artifact1147,1447
artifact1148,1448
artifact1149,1449
artifact1150,1450
artifact1151,1451
artifact1152,1452
artifact1153,1453
artifact1154,1454
artifact1155,1455
artifact1156,1456
artifact1157,1457
artifact1158,1458
artifact1159,1459
artifact1160,1460
artifact1161,1461
artifact1162,1462
artifact1163,1463
artifact1164,1464
artifact1165,1465
artifact1166,1466
artifact1167,1467
artifact1168,1468
artifact1169,1469
artifact1170,1470
artifact1171,1471
artifact1172,1472
artifact1173,1473
artifact1174,1474
artifact1175,1475
artifact1176,1476
artifact1177,1477
artifact1178,1478
artifact1179,1479
artifact1180,1480
artifact1181,1481
artifact1182,1482
artifact1183,1483
artifact1184,1484
artifact1185,1485
artifact1186,1486
artifact1187,1487
artifact1188,1488
artifact1189,1489
artifact1190,1490
artifact1191,1491
artifact1192,1492
artifact1193,1493
artifact1194,1494
artifact1195,1495
artifact1196,1496
artifact1197,1497
artifact1198,1498
artifact1199,1499
artifact1200,1500
artifact1201,1501
artifact1202,1502
artifact1203,1503
artifact1204,1504
artifact1205,1505
artifact1206,1506
artifact1207,1507
artifact1208,1508
artifact1209,1509
artifact1210,1510
artifact1211,1511
artifact1212,1512
artifact1213,1513
artifact1214,1514
artifact1215,1515
artifact1216,1516
artifact1217,1517
artifact1218,1518
artifact1219,1519
artifact1220,1520
artifact1221,1521
artifact1222,1522
artifact1223,1523
artifact1224,1524
artifact1225,1525
artifact1226,1526
artifact1227,1527
artifact1228,1528
artifact1229,1529
artifact1230,1530
artifact1231,1531
artifact1232,1532
artifact1233,1533
artifact1234,1534
artifact1235,1535
artifact1236,1536
artifact1237,1537
artifact1238,1538
artifact1239,1539
artifact1240,1540
artifact1241,1541
artifact1242,1542
artifact1243,1543
artifact1244,1544
artifact1245,1545
artifact1246,1546
artifact1247,1547
artifact1248,1548
artifact1249,1549
artifact1250,1550
artifact1251,1551
artifact1252,1552
artifact1253,1553
artifact1254,1554
artifact1255,1555
artifact1256,1556
artifact1257,1557
artifact1258,1558
artifact1259,1559
artifact1260,1560
artifact1261,1561
artifact1262,1562
artifact1263,1563
artifact1264,1564
artifact1265,1565
artifact1266,1566
artifact1267,1567
artifact1268,1568
artifact1269,1569
artifact1270,1570
artifact1271,1571
artifact1272,1572
artifact1273,1573
artifact1274,1574
artifact1275,1575
artifact1276,1576
artifact1277,1577
artifact1278,1578
artifact1279,1579
artifact1280,1580
artifact1281,1581
artifact1282,1582
artifact1283,1583
artifact1284,1584
artifact1285,1585
artifact1286,1586
artifact1287,1587
artifact1288,1588
artifact1289,1589
artifact1290,1590
artifact1291,1591
artifact1292,1592
artifact1293,1593
artifact1294,1594
artifact1295,1595
artifact1296,1596
artifact1297,1597
artifact1298,1598
artifact1299,1599
artifact1300,1600
artifact1301,1601
artifact1302,1602
artifact1303,1603
artifact1304,1604
artifact1305,1605
artifact1306,1606
artifact1307,1607
artifact1308,1608
artifact1309,1609
artifact1310,1610
artifact1311,1611
artifact1312,1612
artifact1313,1613
artifact1314,1614
artifact1315,1615
artifact1316,1616
artifact1317,1617
artifact1318,1618
artifact1319,1619
artifact1320,1620
artifact1321,1621
artifact1322,1622
artifact1323,1623
artifact1324,1624
artifact1325,1625
artifact1326,1626
artifact1327,1627
artifact1328,1628
artifact1329,1629
artifact1330,1630
artifact1331,1631
artifact1332,1632
artifact1333,1633
artifact1334,1634
artifact1335,1635
artifact1336,1636
artifact1337,1637
artifact1338,1638
artifact1339,1639
artifact1340,1640
artifact1341,1641
artifact1342,1642
artifact1343,1643
artifact1344,1644
artifact1345,1645
artifact1346,1646
artifact1347,1647
artifact1348,1648
artifact1349,1649
artifact1350,1650
artifact1351,1651
artifact1352,1652
artifact1353,1653
artifact1354,1654
artifact1355,1655
artifact1356,1656
artifact1357,1657
artifact1358,1658
artifact1359,1659
artifact1360,1660
artifact1361,1661
artifact1362,1662
artifact1363,1663
artifact1364,1664
artifact1365,1665
artifact1366,1666
artifact1367,1667
artifact1368,1668
artifact1369,1669
artifact1370,1670
artifact1371,1671
artifact1372,1672
artifact1373,1673
artifact1374,1674
artifact1375,1675
artifact1376,1676
artifact1377,1677
artifact1378,1678
artifact1379,1679
artifact1380,1680
artifact1381,1681
artifact1382,1682
artifact1383,1683
artifact1384,1684
artifact1385,1685
artifact1386,1686
artifact1387,1687
artifact1388,1688
artifact1389,1689
artifact1390,1690
artifact1391,1691
artifact1392,1692
artifact1393,1693
artifact1394,1694
artifact1395,1695
artifact1396,1696
artifact1397,1697
artifact1398,1698
artifact1399,1699
artifact1400,1700
artifact1401,1701
artifact1402,1702
artifact1403,1703
artifact1404,1704
artifact1405,1705
artifact1406,1706
artifact1407,1707
artifact1408,1708
artifact1409,1709
artifact1410,1710
artifact1411,1711
artifact1412,1712
artifact1413,1713
artifact1414,1714
artifact1415,1715
artifact1416,1716
artifact1417,1717
artifact1418,1718
artifact1419,1719
artifact1420,1720
artifact1421,1721
artifact1422,1722
artifact1423,1723
artifact1424,1724
artifact1425,1725
artifact1426,1726
artifact1427,1727
artifact1428,1728
artifact1429,1729
artifact1430,1730
artifact1431,1731
artifact1432,1732
artifact1433,1733
artifact1434,1734
artifact1435,1735
artifact1436,1736
artifact1437,1737
artifact1438,1738
artifact1439,1739
artifact1440,1740
artifact1441,1741
artifact1442,1742
artifact1443,1743
artifact1444,1744
artifact1445,1745
artifact1446,1746
artifact1447,1747
artifact1448,1748
artifact1449,1749
artifact1450,1750
artifact1451,1751
artifact1452,1752
artifact1453,1753
artifact1454,1754
artifact1455,1755
artifact1456,1756
artifact1457,1757
artifact1458,1758
artifact1459,1759
artifact1460,1760
artifact1461,1761
artifact1462,1762
artifact1463,1763
artifact1464,1764
artifact1465,1765
artifact1466,1766
artifact1467,1767
artifact1468,1768
artifact1469,1769
artifact1470,1770
artifact1471,1771
artifact1472,1772
artifact1473,1773
artifact1474,1774
artifact1475,1775
artifact1476,1776
artifact1477,1777
artifact1478,1778
artifact1479,1779
artifact1480,1780
artifact1481,1781
artifact1482,1782
artifact1483,1783
artifact1484,1784
artifact1485,1785
artifact1486,1786
artifact1487,1787
artifact1488,1788
artifact1489,1789
artifact1490,1790
artifact1491,1791
artifact1492,1792
artifact1493,1793
artifact1494,1794
artifact1495,1795
artifact1496,1796
artifact1497,1797
artifact1498,1798
artifact1499,1799
artifact1500,1800
artifact1501,1801
artifact1502,1802
artifact1503,1803
artifact1504,1804
artifact1505,1805
artifact1506,1806
artifact1507,1807
artifact1508,1808
artifact1509,1809
artifact1510,1810
artifact1511,1811
artifact1512,1812
artifact1513,1813
artifact1514,1814
artifact1515,1815
artifact1516,1816
artifact1517,1817
artifact1518,1818
artifact1519,1819
artifact1520,1820
artifact1521,1821
artifact1522,1822
artifact1523,1823
artifact1524,1824
artifact1525,1825
artifact1526,1826
artifact1527,1827
artifact1528,1828
artifact1529,1829
artifact1530,1830
artifact1531,1831
artifact1532,1832
artifact1533,1833
artifact1534,1834
artifact1535,1835
artifact1536,1836
artifact1537,1837
artifact1538,1838
artifact1539,1839
artifact1540,1840
artifact1541,1841
artifact1542,1842
artifact1543,1843
artifact1544,1844
artifact1545,1845
artifact1546,1846
artifact1547,1847
artifact1548,1848
artifact1549,1849
artifact1550,1850
artifact1551,1851
artifact1552,1852
artifact1553,1853
artifact1554,1854
artifact1555,1855
artifact1556,1856
artifact1557,1857
artifact1558,1858
artifact1559,1859
artifact1560,1860
artifact1561,1861
artifact1562,1862
artifact1563,1863
artifact1564,1864
artifact1565,1865
artifact1566,1866
artifact1567,1867
artifact1568,1868
artifact1569,1869
artifact1570,1870
artifact1571,1871
artifact1572,1872
artifact1573,1873
artifact1574,1874
artifact1575,1875
artifact1576,1876
artifact1577,1877
artifact1578,1878
artifact1579,1879
artifact1580,1880
artifact1581,1881
artifact1582,1882
artifact1583,1883
artifact1584,1884
artifact1585,1885
artifact1586,1886
artifact1587,1887
artifact1588,1888
artifact1589,1889
artifact1590,1890
artifact1591,1891
artifact1592,1892
artifact1593,1893
artifact1594,1894
artifact1595,1895
artifact1596,1896
artifact1597,1897
artifact1598,1898
artifact1599,1899
artifact1600,1900
artifact1601,1901
artifact1602,1902
artifact1603,1903
artifact1604,1904
artifact1605,1905
artifact1606,1906
artifact1607,1907
artifact1608,1908
artifact1609,1909
artifact1610,1910
artifact1611,1911
artifact1612,1912
artifact1613,1913
artifact1614,1914
artifact1615,1915
artifact1616,1916
artifact1617,1917
artifact1618,1918
artifact1619,1919
artifact1620,1920
artifact1621,1921
artifact1622,1922
artifact1623,1923
artifact1624,1924
artifact1625,1925
artifact1626,1926
artifact1627,1927
artifact1628,1928
artifact1629,1929
artifact1630,1930
artifact1631,1931
artifact1632,1932
artifact1633,1933
artifact1634,1934
artifact1635,1935
artifact1636,1936
artifact1637,1937
artifact1638,1938
artifact1639,1939
artifact1640,1940
artifact1641,1941
artifact1642,1942
artifact1643,1943
artifact1644,1944
artifact1645,1945
artifact1646,1946
artifact1647,1947
artifact1648,1948
artifact1649,1949
artifact1650,1950
artifact1651,1951
artifact1652,1952
artifact1653,1953
artifact1654,1954
artifact1655,1955
artifact1656,1956
artifact1657,1957
artifact1658,1958
artifact1659,1959
artifact1660,1960
artifact1661,1961
artifact1662,1962
artifact1663,1963
artifact1664,1964
artifact1665,1965
artifact1666,1966
artifact1667,1967
artifact1668,1968
artifact1669,1969
artifact1670,1970
artifact1671,1971
artifact1672,1972
artifact1673,1973
artifact1674,1974
artifact1675,1975
artifact1676,1976
artifact1677,1977
artifact1678,1978
artifact1679,1979
artifact1680,1980
artifact1681,1981
artifact1682,1982
artifact1683,1983
artifact1684,1984
artifact1685,1985
artifact1686,1986
artifact1687,1987
artifact1688,1988
artifact1689,1989
artifact1690,1990
artifact1691,1991
artifact1692,1992
artifact1693,1993
artifact1694,1994
artifact1695,1995
artifact1696,1996
artifact1697,1997
artifact1698,1998
artifact1699,1999
artifact1700,2000
artifact1701,2001
artifact1702,2002
artifact1703,2003
artifact1704,2004
artifact1705,2005
artifact1706,2006
artifact1707,2007
artifact1708,2008
artifact1709,2009
artifact1710,2010
artifact1711,2011
artifact1712,2012
artifact1713,2013
artifact1714,2014
artifact1715,2015
artifact1716,2016
artifact1717,2017
artifact1718,2018
artifact1719,2019
artifact1720,2020
artifact1721,2021
artifact1722,2022
artifact1723,2023
artifact1724,2024
artifact1725,2025
artifact1726,2026
artifact1727,2027
artifact1728,2028
artifact1729,2029
artifact1730,2030
artifact1731,2031
artifact1732,2032
artifact1733,2033
artifact1734,2034
artifact1735,2035
artifact1736,2036
artifact1737,2037
artifact1738,2038
artifact1739,2039
artifact1740,2040
artifact1741,2041
