artifact,prop_min,node_id_min,prop_max,node_id_max,prop_mean
artifact1093,1393,node1,1393,node3,1393.0
artifact1094,1394,node1,1394,node3,1394.0
artifact1095,1395,node1,1395,node3,1395.0
artifact1096,1396,node1,1396,node3,1396.0
artifact1097,1397,node1,1397,node3,1397.0
artifact1098,1398,node1,1398,node3,1398.0
artifact1099,1399,node1,1399,node3,1399.0
artifact11,311,node1,311,node3,311.0
artifact110,410,node1,410,node3,410.0
artifact1100,1400,node1,1400,node3,1400.0
artifact1101,1401,node1,1401,node3,1401.0
artifact1102,1402,node1,1402,node3,1402.0
artifact1103,1403,node1,1403,node3,1403.0
artifact1104,1404,node1,1404,node3,1404.0
artifact1105,1405,node1,1405,node3,1405.0
artifact1106,1406,node1,1406,node3,1406.0
artifact1107,1407,node1,1407,node3,1407.0
artifact1108,1408,node1,1408,node3,1408.0
artifact1109,1409,node1,1409,node3,1409.0
artifact111,411,node1,411,node3,411.0
artifact1110,1410,node1,1410,node3,1410.0
artifact1111,1411,node1,1411,node3,1411.0
artifact1112,1412,node1,1412,node3,1412.0
artifact1113,1413,node1,1413,node3,1413.0
artifact1114,1414,node1,1414,node3,1414.0
artifact1115,1415,node1,1415,node3,1415.0
artifact1116,1416,node1,1416,node3,1416.0
artifact1117,1417,node1,1417,node3,1417.0
artifact1118,1418,node1,1418,node3,1418.0
artifact1119,1419,node1,1419,node3,1419.0
artifact112,412,node1,412,node3,412.0
artifact1120,1420,node1,1420,node3,1420.0
artifact1121,1421,node1,1421,node3,1421.0
artifact1122,1422,node1,1422,node3,1422.0
artifact1123,1423,node1,1423,node3,1423.0
artifact1124,1424,node1,1424,node3,1424.0
artifact1125,1425,node1,1425,node3,1425.0
artifact1126,1426,node1,1426,node3,1426.0
artifact1127,1427,node1,1427,node3,1427.0
artifact1128,1428,node1,1428,node3,1428.0
artifact1129,1429,node1,1429,node3,1429.0
artifact113,413,node1,413,node3,413.0
artifact1130,1430,node1,1430,node3,1430.0
artifact1131,1431,node1,1431,node3,1431.0
artifact1132,1432,node1,1432,node3,1432.0
artifact1133,1433,node1,1433,node3,1433.0
artifact1134,1434,node1,1434,node3,1434.0
artifact1135,1435,node1,1435,node3,1435.0
artifact1136,1436,node1,1436,node3,1436.0
artifact1137,1437,node1,1437,node3,1437.0
artifact1138,1438,node1,1438,node3,1438.0
artifact1139,1439,node1,1439,node3,1439.0
artifact114,414,node1,414,node3,414.0
artifact1140,1440,node1,1440,node3,1440.0
artifact1141,1441,node1,1441,node3,1441.0
artifact1142,1442,node1,1442,node3,1442.0
artifact1143,1443,node1,1443,node3,1443.0
artifact1144,1444,node1,1444,node3,1444.0
artifact1145,1445,node1,1445,node3,1445.0
artifact1146,1446,node1,1446,node3,1446.0
artifact1147,1447,node1,1447,node3,1447.0
artifact1148,1448,node1,1448,node3,1448.0
artifact1149,1449,node1,1449,node3,1449.0
artifact115,415,node1,415,node3,415.0
artifact1150,1450,node1,1450,node3,1450.0
artifact1151,1451,node1,1451,node3,1451.0
artifact1152,1452,node1,1452,node3,1452.0
artifact1153,1453,node1,1453,node3,1453.0
artifact1154,1454,node1,1454,node3,1454.0
artifact1155,1455,node1,1455,node3,1455.0
artifact1156,1456,node1,1456,node3,1456.0
artifact1157,1457,node1,1457,node3,1457.0
artifact1158,1458,node1,1458,node3,1458.0
artifact1159,1459,node1,1459,node3,1459.0
artifact116,416,node1,416,node3,416.0
artifact1160,1460,node1,1460,node3,1460.0
artifact1161,1461,node1,1461,node3,1461.0
artifact1162,1462,node1,1462,node3,1462.0
artifact1163,1463,node1,1463,node3,1463.0
artifact1164,1464,node1,1464,node3,1464.0
artifact1165,1465,node1,1465,node3,1465.0
artifact1166,1466,node1,1466,node3,1466.0
artifact1167,1467,node1,1467,node3,1467.0
artifact1168,1468,node1,1468,node3,1468.0
artifact1169,1469,node1,1469,node3,1469.0
artifact117,417,node1,417,node3,417.0
artifact1170,1470,node1,1470,node3,1470.0
artifact1171,1471,node1,1471,node3,1471.0
artifact1172,1472,node1,1472,node3,1472.0
artifact1173,1473,node1,1473,node3,1473.0
artifact1174,1474,node1,1474,node3,1474.0
artifact1175,1475,node1,1475,node3,1475.0
artifact1176,1476,node1,1476,node3,1476.0
artifact1177,1477,node1,1477,node3,1477.0
artifact1178,1478,node1,1478,node3,1478.0
artifact1179,1479,node1,1479,node3,1479.0
artifact118,418,node1,418,node3,418.0
artifact1180,1480,node1,1480,node3,1480.0
artifact1181,1481,node1,1481,node3,1481.0
artifact1182,1482,node1,1482,node3,1482.0
artifact1183,1483,node1,1483,node3,1483.0
artifact1184,1484,node1,1484,node3,1484.0
artifact1185,1485,node1,1485,node3,1485.0
artifact1186,1486,node1,1486,node3,1486.0
artifact1187,1487,node1,1487,node3,1487.0
artifact1188,1488,node1,1488,node3,1488.0
artifact1189,1489,node1,1489,node3,1489.0
artifact119,419,node1,419,node3,419.0
artifact1190,1490,node1,1490,node3,1490.0
artifact1191,1491,node1,1491,node3,1491.0
artifact1192,1492,node1,1492,node3,1492.0
artifact1193,1493,node1,1493,node3,1493.0
artifact1194,1494,node1,1494,node3,1494.0
artifact1195,1495,node1,1495,node3,1495.0
artifact1196,1496,node1,1496,node3,1496.0
artifact1197,1497,node1,1497,node3,1497.0
artifact1198,1498,node1,1498,node3,1498.0
artifact1199,1499,node1,1499,node3,1499.0
artifact12,312,node1,312,node3,312.0
artifact120,420,node1,420,node3,420.0
artifact1200,1500,node1,1500,node3,1500.0
artifact1201,1501,node1,1501,node3,1501.0
artifact1202,1502,node1,1502,node3,1502.0
artifact1203,1503,node1,1503,node3,1503.0
artifact1204,1504,node1,1504,node3,1504.0
artifact1205,1505,node1,1505,node3,1505.0
artifact1206,1506,node1,1506,node3,1506.0
artifact1207,1507,node1,1507,node3,1507.0
artifact1208,1508,node1,1508,node3,1508.0
artifact1209,1509,node1,1509,node3,1509.0
artifact121,421,node1,421,node3,421.0
artifact1210,1510,node1,1510,node3,1510.0
artifact1211,1511,node1,1511,node3,1511.0
artifact1212,1512,node1,1512,node3,1512.0
artifact1213,1513,node1,1513,node3,1513.0
artifact1214,1514,node1,1514,node3,1514.0
artifact1215,1515,node1,1515,node3,1515.0
artifact1216,1516,node1,1516,node3,1516.0
artifact1217,1517,node1,1517,node3,1517.0
artifact1218,1518,node1,1518,node3,1518.0
artifact1219,1519,node1,1519,node3,1519.0
artifact122,422,node1,422,node3,422.0
artifact1220,1520,node1,1520,node3,1520.0
artifact1221,1521,node1,1521,node3,1521.0
artifact1222,1522,node1,1522,node3,1522.0
artifact1223,1523,node1,1523,node3,1523.0
artifact1224,1524,node1,1524,node3,1524.0
artifact1225,1525,node1,1525,node3,1525.0
artifact1226,1526,node1,1526,node3,1526.0
artifact1227,1527,node1,1527,node3,1527.0
artifact1228,1528,node1,1528,node3,1528.0
artifact1229,1529,node1,1529,node3,1529.0
artifact123,423,node1,423,node3,423.0
artifact1230,1530,node1,1530,node3,1530.0
artifact1231,1531,node1,1531,node3,1531.0
artifact1232,1532,node1,1532,node3,1532.0
artifact1233,1533,node1,1533,node3,1533.0
artifact1234,1534,node1,1534,node3,1534.0
artifact1235,1535,node1,1535,node3,1535.0
artifact1236,1536,node1,1536,node3,1536.0
artifact1237,1537,node1,1537,node3,1537.0
artifact1238,1538,node1,1538,node3,1538.0
artifact1239,1539,node1,1539,node3,1539.0
artifact124,424,node1,424,node3,424.0
artifact1240,1540,node1,1540,node3,1540.0
artifact1241,1541,node1,1541,node3,1541.0
artifact1242,1542,node1,1542,node3,1542.0
artifact1243,1543,node1,1543,node3,1543.0
artifact1244,1544,node1,1544,node3,1544.0
artifact1245,1545,node1,1545,node3,1545.0
artifact1246,1546,node1,1546,node3,1546.0
artifact1247,1547,node1,1547,node3,1547.0
artifact1248,1548,node1,1548,node3,1548.0
artifact1249,1549,node1,1549,node3,1549.0
artifact125,425,node1,425,node3,425.0
artifact1250,1550,node1,1550,node3,1550.0
artifact1251,1551,node1,1551,node3,1551.0
artifact1252,1552,node1,1552,node3,1552.0
artifact1253,1553,node1,1553,node3,1553.0
artifact1254,1554,node1,1554,node3,1554.0
artifact1255,1555,node1,1555,node3,1555.0
artifact1256,1556,node1,1556,node3,1556.0
artifact1257,1557,node1,1557,node3,1557.0
artifact1258,1558,node1,1558,node3,1558.0
artifact1259,1559,node1,1559,node3,1559.0
artifact126,426,node1,426,node3,426.0
artifact1260,1560,node1,1560,node3,1560.0
artifact1261,1561,node1,1561,node3,1561.0
artifact1262,1562,node1,1562,node3,1562.0
artifact1263,1563,node1,1563,node3,1563.0
artifact1264,1564,node1,1564,node3,1564.0
artifact1265,1565,node1,1565,node3,1565.0
artifact1266,1566,node1,1566,node3,1566.0
artifact1267,1567,node1,1567,node3,1567.0
artifact1268,1568,node1,1568,node3,1568.0
artifact1269,1569,node1,1569,node3,1569.0
artifact127,427,node1,427,node3,427.0
artifact1270,1570,node1,1570,node3,1570.0
artifact1271,1571,node1,1571,node3,1571.0
artifact1272,1572,node1,1572,node3,1572.0
artifact1273,1573,node1,1573,node3,1573.0
artifact1274,1574,node1,1574,node3,1574.0
artifact1275,1575,node1,1575,node3,1575.0
artifact1276,1576,node1,1576,node3,1576.0
artifact1277,1577,node1,1577,node3,1577.0
artifact1278,1578,node1,1578,node3,1578.0
artifact1279,1579,node1,1579,node3,1579.0
artifact128,428,node1,428,node3,428.0
artifact1280,1580,node1,1580,node3,1580.0
artifact1281,1581,node1,1581,node3,1581.0
artifact1282,1582,node1,1582,node3,1582.0
artifact1283,1583,node1,1583,node3,1583.0
artifact1284,1584,node1,1584,node3,1584.0
artifact1285,1585,node1,1585,node3,1585.0
artifact1286,1586,node1,1586,node3,1586.0
artifact1287,1587,node1,1587,node3,1587.0
artifact1288,1588,node1,1588,node3,1588.0
artifact1289,1589,node1,1589,node3,1589.0
artifact129,429,node1,429,node3,429.0
artifact1290,1590,node1,1590,node3,1590.0
artifact1291,1591,node1,1591,node3,1591.0
artifact1292,1592,node1,1592,node3,1592.0
artifact1293,1593,node1,1593,node3,1593.0
artifact1294,1594,node1,1594,node3,1594.0
artifact1295,1595,node1,1595,node3,1595.0
artifact1296,1596,node1,1596,node3,1596.0
artifact1297,1597,node1,1597,node3,1597.0
artifact1298,1598,node1,1598,node3,1598.0
artifact1299,1599,node1,1599,node3,1599.0
artifact13,313,node1,313,node3,313.0
artifact130,430,node1,430,node3,430.0
artifact1300,1600,node1,1600,node3,1600.0
artifact1301,1601,node1,1601,node3,1601.0
artifact1302,1602,node1,1602,node3,1602.0
artifact1303,1603,node1,1603,node3,1603.0
artifact1304,1604,node1,1604,node3,1604.0
artifact1305,1605,node1,1605,node3,1605.0
artifact1306,1606,node1,1606,node3,1606.0
artifact1307,1607,node1,1607,node3,1607.0
artifact1308,1608,node1,1608,node3,1608.0
artifact1309,1609,node1,1609,node3,1609.0
artifact131,431,node1,431,node3,431.0
artifact1310,1610,node1,1610,node3,1610.0
artifact1311,1611,node1,1611,node3,1611.0
artifact1312,1612,node1,1612,node3,1612.0
artifact1313,1613,node1,1613,node3,1613.0
artifact1314,1614,node1,1614,node3,1614.0
artifact1315,1615,node1,1615,node3,1615.0
artifact1316,1616,node1,1616,node3,1616.0
artifact1317,1617,node1,1617,node3,1617.0
artifact1318,1618,node1,1618,node3,1618.0
artifact1319,1619,node1,1619,node3,1619.0
artifact132,432,node1,432,node3,432.0
artifact1320,1620,node1,1620,node3,1620.0
artifact1321,1621,node1,1621,node3,1621.0
artifact1322,1622,node1,1622,node3,1622.0
artifact1323,1623,node1,1623,node3,1623.0
artifact1324,1624,node1,1624,node3,1624.0
artifact1325,1625,node1,1625,node3,1625.0
artifact1326,1626,node1,1626,node3,1626.0
artifact1327,1627,node1,1627,node3,1627.0
artifact1328,1628,node1,1628,node3,1628.0
artifact1329,1629,node1,1629,node3,1629.0
artifact133,433,node1,433,node3,433.0
artifact1330,1630,node1,1630,node3,1630.0
artifact1331,1631,node1,1631,node3,1631.0
artifact1332,1632,node1,1632,node3,1632.0
artifact1333,1633,node1,1633,node3,1633.0
artifact1334,1634,node1,1634,node3,1634.0
artifact1335,1635,node1,1635,node3,1635.0
artifact1336,1636,node1,1636,node3,1636.0
artifact1337,1637,node1,1637,node3,1637.0
artifact1338,1638,node1,1638,node3,1638.0
artifact1339,1639,node1,1639,node3,1639.0
artifact134,434,node1,434,node3,434.0
artifact1340,1640,node1,1640,node3,1640.0
artifact1341,1641,node1,1641,node3,1641.0
artifact1342,1642,node1,1642,node3,1642.0
artifact1343,1643,node1,1643,node3,1643.0
artifact1344,1644,node1,1644,node3,1644.0
artifact1345,1645,node1,1645,node3,1645.0
artifact1346,1646,node1,1646,node3,1646.0
artifact1347,1647,node1,1647,node3,1647.0
artifact1348,1648,node1,1648,node3,1648.0
artifact1349,1649,node1,1649,node3,1649.0
artifact135,435,node1,435,node3,435.0
artifact1350,1650,node1,1650,node3,1650.0
artifact1351,1651,node1,1651,node3,1651.0
artifact1352,1652,node1,1652,node3,1652.0
artifact1353,1653,node1,1653,node3,1653.0
artifact1354,1654,node1,1654,node3,1654.0
artifact1355,1655,node1,1655,node3,1655.0
artifact1356,1656,node1,1656,node3,1656.0
artifact1357,1657,node1,1657,node3,1657.0
artifact1358,1658,node1,1658,node3,1658.0
artifact1359,1659,node1,1659,node3,1659.0
artifact136,436,node1,436,node3,436.0
artifact1360,1660,node1,1660,node3,1660.0
artifact1361,1661,node1,1661,node3,1661.0
artifact1362,1662,node1,1662,node3,1662.0
artifact1363,1663,node1,1663,node3,1663.0
artifact1364,1664,node1,1664,node3,1664.0
artifact1365,1665,node1,1665,node3,1665.0
artifact1366,1666,node1,1666,node3,1666.0
artifact1367,1667,node1,1667,node3,1667.0
artifact1368,1668,node1,1668,node3,1668.0
artifact1369,1669,node1,1669,node3,1669.0
artifact137,437,node1,437,node3,437.0
artifact1370,1670,node1,1670,node3,1670.0
artifact1371,1671,node1,1671,node3,1671.0
artifact1372,1672,node1,1672,node3,1672.0
artifact1373,1673,node1,1673,node3,1673.0
artifact1374,1674,node1,1674,node3,1674.0
artifact1375,1675,node1,1675,node3,1675.0
artifact1376,1676,node1,1676,node3,1676.0
artifact1377,1677,node1,1677,node3,1677.0
artifact1378,1678,node1,1678,node3,1678.0
artifact1379,1679,node1,1679,node3,1679.0
artifact138,438,node1,438,node3,438.0
artifact1380,1680,node1,1680,node3,1680.0
artifact1381,1681,node1,1681,node3,1681.0
artifact1382,1682,node1,1682,node3,1682.0
artifact1383,1683,node1,1683,node3,1683.0
artifact1384,1684,node1,1684,node3,1684.0
artifact1385,1685,node1,1685,node3,1685.0
artifact1386,1686,node1,1686,node3,1686.0
artifact1387,1687,node1,1687,node3,1687.0
artifact1388,1688,node1,1688,node3,1688.0
artifact1389,1689,node1,1689,node3,1689.0
artifact139,439,node1,439,node3,439.0
artifact1390,1690,node1,1690,node3,1690.0
artifact1391,1691,node1,1691,node3,1691.0
artifact1392,1692,node1,1692,node3,1692.0
artifact1393,1693,node1,1693,node3,1693.0
artifact1394,1694,node1,1694,node3,1694.0
artifact1395,1695,node1,1695,node3,1695.0
artifact1396,1696,node1,1696,node3,1696.0
artifact1397,1697,node1,1697,node3,1697.0
artifact1398,1698,node1,1698,node3,1698.0
artifact1399,1699,node1,1699,node3,1699.0
artifact14,314,node1,314,node3,314.0
artifact140,440,node1,440,node3,440.0
artifact1400,1700,node1,1700,node3,1700.0
artifact1401,1701,node1,1701,node3,1701.0
artifact1402,1702,node1,1702,node3,1702.0
artifact1403,1703,node1,1703,node3,1703.0
artifact1404,1704,node1,1704,node3,1704.0
artifact1405,1705,node1,1705,node3,1705.0
artifact1406,1706,node1,1706,node3,1706.0
artifact1407,1707,node1,1707,node3,1707.0
artifact1408,1708,node1,1708,node3,1708.0
artifact1409,1709,node1,1709,node3,1709.0
artifact141,441,node1,441,node3,441.0
artifact1410,1710,node1,1710,node3,1710.0
artifact1411,1711,node1,1711,node3,1711.0
artifact1412,1712,node1,1712,node3,1712.0
artifact1413,1713,node1,1713,node3,1713.0
artifact1414,1714,node1,1714,node3,1714.0
artifact1415,1715,node1,1715,node3,1715.0
artifact1416,1716,node1,1716,node3,1716.0
artifact1417,1717,node1,1717,node3,1717.0
artifact1418,1718,node1,1718,node3,1718.0
artifact1419,1719,node1,1719,node3,1719.0
artifact142,442,node1,442,node3,442.0
artifact1420,1720,node1,1720,node3,1720.0
artifact1421,1721,node1,1721,node3,1721.0
artifact1422,1722,node1,1722,node3,1722.0
artifact1423,1723,node1,1723,node3,1723.0
artifact1424,1724,node1,1724,node3,1724.0
artifact1425,1725,node1,1725,node3,1725.0
artifact1426,1726,node1,1726,node3,1726.0
artifact1427,1727,node1,1727,node3,1727.0
artifact1428,1728,node1,1728,node3,1728.0
artifact1429,1729,node1,1729,node3,1729.0
artifact143,443,node1,443,node3,443.0
artifact1430,1730,node1,1730,node3,1730.0
artifact1431,1731,node1,1731,node3,1731.0
artifact1432,1732,node1,1732,node3,1732.0
artifact1433,1733,node1,1733,node3,1733.0
artifact1434,1734,node1,1734,node3,1734.0
artifact1435,1735,node1,1735,node3,1735.0
artifact1436,1736,node1,1736,node3,1736.0
artifact1437,1737,node1,1737,node3,1737.0
artifact1438,1738,node1,1738,node3,1738.0
artifact1439,1739,node1,1739,node3,1739.0
artifact144,444,node1,444,node3,444.0
artifact1440,1740,node1,1740,node3,1740.0
artifact1441,1741,node1,1741,node3,1741.0
artifact1442,1742,node1,1742,node3,1742.0
artifact1443,1743,node1,1743,node3,1743.0
artifact1444,1744,node1,1744,node3,1744.0
artifact1445,1745,node1,1745,node3,1745.0
artifact1446,1746,node1,1746,node3,1746.0
artifact1447,1747,node1,1747,node3,1747.0
artifact1448,1748,node1,1748,node3,1748.0
artifact1449,1749,node1,1749,node3,1749.0
artifact145,445,node1,445,node3,445.0
artifact1450,1750,node1,1750,node3,1750.0
artifact1451,1751,node1,1751,node3,1751.0
artifact1452,1752,node1,1752,node3,1752.0
artifact1453,1753,node1,1753,node3,1753.0
artifact1454,1754,node1,1754,node3,1754.0
artifact1455,1755,node1,1755,node3,1755.0
artifact1456,1756,node1,1756,node3,1756.0
artifact1457,1757,node1,1757,node3,1757.0
artifact1458,1758,node1,1758,node3,1758.0
artifact1459,1759,node1,1759,node3,1759.0
artifact146,446,node1,446,node3,446.0
artifact1460,1760,node1,1760,node3,1760.0
artifact1461,1761,node1,1761,node3,1761.0
artifact1462,1762,node1,1762,node3,1762.0
artifact1463,1763,node1,1763,node3,1763.0
artifact1464,1764,node1,1764,node3,1764.0
artifact1465,1765,node1,1765,node3,1765.0
artifact1466,1766,node1,1766,node3,1766.0
artifact1467,1767,node1,1767,node3,1767.0
artifact1468,1768,node1,1768,node3,1768.0
artifact1469,1769,node1,1769,node3,1769.0
artifact147,447,node1,447,node3,447.0
artifact1470,1770,node1,1770,node3,1770.0
artifact1471,1771,node1,1771,node3,1771.0
artifact1472,1772,node1,1772,node3,1772.0
artifact1473,1773,node1,1773,node3,1773.0
artifact1474,1774,node1,1774,node3,1774.0
artifact1475,1775,node1,1775,node3,1775.0
artifact1476,1776,node1,1776,node3,1776.0
artifact1477,1777,node1,1777,node3,1777.0
artifact1478,1778,node1,1778,node3,1778.0
artifact1479,1779,node1,1779,node3,1779.0
artifact148,448,node1,448,node3,448.0
artifact1480,1780,node1,1780,node3,1780.0
artifact1481,1781,node1,1781,node3,1781.0
artifact1482,1782,node1,1782,node3,1782.0
artifact1483,1783,node1,1783,node3,1783.0
artifact1484,1784,node1,1784,node3,1784.0
artifact1485,1785,node1,1785,node3,1785.0
artifact1486,1786,node1,1786,node3,1786.0
artifact1487,1787,node1,1787,node3,1787.0
artifact1488,1788,node1,1788,node3,1788.0
artifact1489,1789,node1,1789,node3,1789.0
artifact149,449,node1,449,node3,449.0
artifact1490,1790,node1,1790,node3,1790.0
artifact1491,1791,node1,1791,node3,1791.0
artifact1492,1792,node1,1792,node3,1792.0
artifact1493,1793,node1,1793,node3,1793.0
artifact1494,1794,node1,1794,node3,1794.0
artifact1495,1795,node1,1795,node3,1795.0
artifact1496,1796,node1,1796,node3,1796.0
artifact1497,1797,node1,1797,node3,1797.0
artifact1498,1798,node1,1798,node3,1798.0
artifact1499,1799,node1,1799,node3,1799.0
artifact15,315,node1,315,node3,315.0
artifact150,450,node1,450,node3,450.0
artifact1500,1800,node1,1800,node3,1800.0
artifact1501,1801,node1,1801,node3,1801.0
artifact1502,1802,node1,1802,node3,1802.0
artifact1503,1803,node1,1803,node3,1803.0
artifact1504,1804,node1,1804,node3,1804.0
artifact1505,1805,node1,1805,node3,1805.0
artifact1506,1806,node1,1806,node3,1806.0
artifact1507,1807,node1,1807,node3,1807.0
artifact1508,1808,node1,1808,node3,1808.0
artifact1509,1809,node1,1809,node3,1809.0
artifact151,451,node1,451,node3,451.0
artifact1510,1810,node1,1810,node3,1810.0
artifact1511,1811,node1,1811,node3,1811.0
artifact1512,1812,node1,1812,node3,1812.0
artifact1513,1813,node1,1813,node3,1813.0
artifact1514,1814,node1,1814,node3,1814.0
artifact1515,1815,node1,1815,node3,1815.0
artifact1516,1816,node1,1816,node3,1816.0
artifact1517,1817,node1,1817,node3,1817.0
artifact1518,1818,node1,1818,node3,1818.0
artifact1519,1819,node1,1819,node3,1819.0
artifact152,452,node1,452,node3,452.0
artifact1520,1820,node1,1820,node3,1820.0
artifact1521,1821,node1,1821,node3,1821.0
artifact1522,1822,node1,1822,node3,1822.0
artifact1523,1823,node1,1823,node3,1823.0
artifact1524,1824,node1,1824,node3,1824.0
artifact1525,1825,node1,1825,node3,1825.0
artifact1526,1826,node1,1826,node3,1826.0
artifact1527,1827,node1,1827,node3,1827.0
artifact1528,1828,node1,1828,node3,1828.0
artifact1529,1829,node1,1829,node3,1829.0
artifact153,453,node1,453,node3,453.0
artifact1530,1830,node1,1830,node3,1830.0
artifact1531,1831,node1,1831,node3,1831.0
artifact1532,1832,node1,1832,node3,1832.0
artifact1533,1833,node1,1833,node3,1833.0
artifact1534,1834,node1,1834,node3,1834.0
artifact1535,1835,node1,1835,node3,1835.0
artifact1536,1836,node1,1836,node3,1836.0
artifact1537,1837,node1,1837,node3,1837.0
artifact1538,1838,node1,1838,node3,1838.0
artifact1539,1839,node1,1839,node3,1839.0
artifact154,454,node1,454,node3,454.0
artifact1540,1840,node1,1840,node3,1840.0
artifact1541,1841,node1,1841,node3,1841.0
artifact1542,1842,node1,1842,node3,1842.0
artifact1543,1843,node1,1843,node3,1843.0
artifact1544,1844,node1,1844,node3,1844.0
artifact1545,1845,node1,1845,node3,1845.0
artifact1546,1846,node1,1846,node3,1846.0
artifact1547,1847,node1,1847,node3,1847.0
artifact1548,1848,node1,1848,node3,1848.0
artifact1549,1849,node1,1849,node3,1849.0
artifact155,455,node1,455,node3,455.0
artifact1550,1850,node1,1850,node3,1850.0
artifact1551,1851,node1,1851,node3,1851.0
artifact1552,1852,node1,1852,node3,1852.0
